Room Number,Category,Family,Type,Quantity,Commissioning planned date,Type of room,Area,מסמכים סופקו
L0001,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,12-May-25,stairs,30.8,כן
L0001,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,12-May-25,stairs,30.8,כן
L0001,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,12-May-25,stairs,30.8,כן
L0001,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,12-May-25,stairs,30.8,כן
L0002,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,17-May-25,MAKERS LAB,390.23,לא
L0002,Mechanical Equipment,AWSQ 700(right),AWSQ 700,3,17-May-25,MAKERS LAB,390.23,לא
L0004,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,22-May-25,stairs,30.8,כן
L0004,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,22-May-25,stairs,30.8,כן
L0004,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,22-May-25,stairs,30.8,כן
L0004,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,22-May-25,stairs,30.8,כן
L0005,Electrical Fixtures,Frame_Socket,1 AC,1,15-May-25,shelter,18.92,לא
L0005,Mechanical Equipment,AWSQ 1000,AWSQ 1000,1,15-May-25,shelter,18.92,לא
L0006,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,09-May-25,guest toilets,13.33,כן
L0006,Electrical Fixtures,Frame_Socket,Type 2,3,09-May-25,guest toilets,13.33,כן
L0009,Electrical Fixtures,Frame_Socket,1 AC,1,03-May-25,elevators Lobby,31.39,כן
L0009,Mechanical Equipment,AW 800,AW 800,1,03-May-25,elevators Lobby,31.39,כן
L0011,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,06-May-25,it /security room,31.2,כן
L0011,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,06-May-25,it /security room,31.2,כן
L0011,Electrical Fixtures,Frame_Socket,1 AC GEN,2,06-May-25,it /security room,31.2,כן
L0011,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,06-May-25,it /security room,31.2,כן
L0011,Electrical Fixtures,Socket_Cee_R19,GEN CEE_1x16A_1Ph,12,06-May-25,it /security room,31.2,כן
L0011,Electrical Fixtures,Socket_Cee_R19,UPS CEE_1x16A_1Ph,12,06-May-25,it /security room,31.2,כן
L0011,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,it /security room,31.2,כן
L0011,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,06-May-25,it /security room,31.2,כן
L0011,Mechanical Equipment,AWV 1200,AWV 1200,2,06-May-25,it /security room,31.2,כן
L0012,Electrical Fixtures,Frame_Socket,1 AC,1,13-May-25,supply zone(fire),9.86,לא
L0012,Mechanical Equipment,AWSQ 450,AWSQ 450,1,13-May-25,supply zone(fire),9.86,לא
L0013,Electrical Fixtures,Frame_Socket,1 AC,1,27-May-25,cleaning room,6.41,לא
L0013,Electrical Fixtures,M_Junction Boxes - W,W,1,27-May-25,cleaning room,6.41,לא
L0013,Mechanical Equipment,AW 450,AW 450,1,27-May-25,cleaning room,6.41,לא
L0015,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,07-May-25,LSS shaft,0.8,כן
L0016,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,10-May-25,UNISEX  w.c,13.43,כן
L0016,Electrical Fixtures,Frame_Socket,Type 2,3,10-May-25,UNISEX  w.c,13.43,כן
L0017,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,24-May-25,electricity shaft,2.77,לא
L0017,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,24-May-25,electricity shaft,2.77,לא
L0019,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,17-May-25,electricity shaft,4.32,לא
L0019,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,17-May-25,electricity shaft,4.32,לא
L0024,Electrical Fixtures,Frame_Socket,1 AC,1,09-May-25,LSS/FMS room,7.93,לא
L0024,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,09-May-25,LSS/FMS room,7.93,לא
L0024,Mechanical Equipment,AWSQ 450,AWSQ 450,1,09-May-25,LSS/FMS room,7.93,לא
L0025,Mechanical Equipment,AWSQ 1000(right),AWSQ 1000,1,22-May-25,shelter,49.12,לא
L0025,Mechanical Equipment,AWSQ 1500(right),AWSQ 1500,1,22-May-25,shelter,49.12,לא
L0026,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,04-May-25,men w.c,34.56,לא
L0026,Electrical Fixtures,Frame_Socket,Type 2,9,04-May-25,men w.c,34.56,לא
L0027,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,22-May-25,plumbing shaft,8.19,לא
L0030,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,12-May-25,it /security room,31.2,כן
L0030,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,12-May-25,it /security room,31.2,כן
L0030,Electrical Fixtures,Frame_Socket,1 AC GEN,1,12-May-25,it /security room,31.2,כן
L0030,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,12-May-25,it /security room,31.2,כן
L0030,Electrical Fixtures,Socket_Cee_R19,GEN CEE_1x16A_1Ph,6,12-May-25,it /security room,31.2,כן
L0030,Electrical Fixtures,Socket_Cee_R19,UPS CEE_1x16A_1Ph,6,12-May-25,it /security room,31.2,כן
L0030,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,12-May-25,it /security room,31.2,כן
L0030,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,10,12-May-25,it /security room,31.2,כן
L0030,Mechanical Equipment,AWV 1200,AWV 1200,2,12-May-25,it /security room,31.2,כן
L0031,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,23-May-25,service zone (fire),9.86,לא
L0031,Mechanical Equipment,AWSQ 450(right),AWSQ 450,1,23-May-25,service zone (fire),9.86,לא
L0035,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,14-May-25,women w.c,33.72,כן
L0035,Electrical Fixtures,Frame_Socket,Type 2,9,14-May-25,women w.c,33.72,כן
L0036,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,05-May-25,electricity shaft,2.77,לא
L0036,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,05-May-25,electricity shaft,2.77,לא
L0040,Electrical Fixtures,Frame_Socket,1 AC,1,10-May-25,LSS/FMS room,7.93,לא
L0040,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,10-May-25,LSS/FMS room,7.93,לא
L0040,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,10-May-25,LSS/FMS room,7.93,לא
L0040,Mechanical Equipment,AWSQ 450(right),AWSQ 450,1,10-May-25,LSS/FMS room,7.93,לא
L0041,Mechanical Equipment,AW 800(right),AW 800,1,03-May-25,elevators Lobby,31.88,לא
L0045,Electrical Fixtures,M_Junction Boxes - W,W63A,1,03-May-25,cabinet,0.23,כן
L0047,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,03-May-25,LSS shaft,0.8,כן
L0048,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,03-May-25,electricity shaft,5.07,לא
L0048,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,03-May-25,electricity shaft,5.07,לא
L0056,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,03-May-25,women w.c,19.23,כן
L0057,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,03-May-25,men w.c,22.47,לא
L0057,Electrical Fixtures,Frame_Socket,Type 2,4,03-May-25,men w.c,22.47,לא
L0058,Electrical Fixtures,M_Junction Boxes - W,W,1,03-May-25,cleaning room,6.53,כן
L0065,Mechanical Equipment,AWSQ 1000,AWSQ 1000,1,03-May-25,shelter,23.41,כן
L0066,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,03-May-25,LSS/FMS room,8.91,לא
L0066,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,03-May-25,LSS/FMS room,8.91,לא
L0068,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,12-May-25,Systems room,4.75,לא
L0070,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,12-May-25,stairs,30.8,כן
L0070,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,12-May-25,stairs,30.8,כן
L0070,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,12-May-25,stairs,30.8,כן
L0070,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,12-May-25,stairs,30.8,כן
L0081,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,1,12-May-25,it /security room,32.05,כן
L0081,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,12-May-25,it /security room,32.05,כן
L0081,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,12-May-25,it /security room,32.05,כן
L0081,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,12-May-25,it /security room,32.05,כן
L0081,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,12-May-25,it /security room,32.05,כן
L0081,Mechanical Equipment,AWV 1200,AWV 1200,2,12-May-25,it /security room,32.05,כן
L0082,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x100x210 UPS,1,12-May-25,electricity cabinet,2.57,כן
L0082,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,12-May-25,electricity cabinet,2.57,כן
L0084,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x160x210 GEN,1,12-May-25,electricity cabinet,6.68,כן
L0084,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x360x210,1,12-May-25,electricity cabinet,6.68,כן
L0084,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,12-May-25,electricity cabinet,6.68,כן
L0089,Electrical Fixtures,M_Junction Boxes - W,W,1,12-May-25,cleaning room,6.41,כן
L0089,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,12-May-25,cleaning room,6.41,כן
L0092,Mechanical Equipment,AWSQ 1500,AWSQ 1500,1,25-May-25,shelter,27.95,כן
L0093,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,25-May-25,corridor,16.86,לא
L0094,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,corridor,7.35,כן
L0094,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,25-May-25,corridor,7.35,כן
L0096,Electrical Fixtures,Frame_Socket,1 AC,1,25-May-25,shelter,21.28,כן
L0096,Mechanical Equipment,AWSQ 1000,AWSQ 1000,1,25-May-25,shelter,21.28,כן
L0099,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,15.29,לא
L0099,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,corridor,15.29,לא
L0099,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,25-May-25,corridor,15.29,לא
L0100,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x160x210,1,25-May-25,corridor,23.27,כן
L0100,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,25-May-25,corridor,23.27,כן
L0100,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,corridor,23.27,כן
L0100,Lighting Fixtures,M_Ceiling Light - Linear Box1,Emergency Lamp,1,25-May-25,corridor,23.27,כן
L0102,Mechanical Equipment,Kitchen hoods(one way),50x50,1,25-May-25,kitchen,121.17,כן
L0102,Mechanical Equipment,Kitchen hoods(two ways),205Ñ…95,1,25-May-25,kitchen,121.17,כן
L0104,Mechanical Equipment,M_Outside unit,Outside unit,2,25-May-25,main lobby,372.75,כן
L0116,Electrical Fixtures,Frame_Socket,Normal x2,28,25-May-25,OFFICES,908.48,לא
L0116,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,25-May-25,OFFICES,908.48,לא
L0116,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,3,25-May-25,OFFICES,908.48,לא
L0116,Mechanical Equipment,Fan-Stand_Alone-Twin_City_Fan_,Fan 150 CLI,1,25-May-25,OFFICES,908.48,לא
L0117,Mechanical Equipment,AHU 6000 CFM,AHU 6000 CFM,2,25-May-25,AUDITORIUM STOTAGE,54.28,כן
L0130,Mechanical Equipment,Electrical cabinet,Electrical cabinet,1,25-May-25,AV room,14.79,לא
L0131,Mechanical Equipment,Fan-Stand_Alone-Twin_City_Fan_,Fan 122 CLII,1,25-May-25,kitchen,398.2,לא
L0131,Mechanical Equipment,Kitchen hoods(one way),205Ñ…95,1,25-May-25,kitchen,398.2,לא
L0131,Mechanical Equipment,Kitchen hoods(three ways),660 Ñ…145,1,25-May-25,kitchen,398.2,לא
L0131,Mechanical Equipment,Kitchen hoods(two ways),100Ñ…80,2,25-May-25,kitchen,398.2,לא
L0131,Mechanical Equipment,Kitchen hoods(two ways),350Ñ…120,1,25-May-25,kitchen,398.2,לא
L0131,Mechanical Equipment,Kitchen hoods(two ways),490Ñ…140,1,25-May-25,kitchen,398.2,לא
L0131,Mechanical Equipment,M_Mechanical Equipment_Inert Base,80x115,1,25-May-25,kitchen,398.2,לא
L0135,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,25-May-25,hall intrence,651.44,לא
L0141,Electrical Fixtures,Frame_Socket,FOR LSS UPS,4,25-May-25,OCC,49.82,כן
L1001,Electrical Fixtures,Frame_Socket,Type 2,4,19-May-25,shelter,51.41,כן
L1001,Mechanical Equipment,AWSQ 1000,AWSQ 1000,1,19-May-25,shelter,51.41,כן
L1001,Mechanical Equipment,AWSQ 1500,AWSQ 1500,1,19-May-25,shelter,51.41,כן
L1002,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,19-May-25,men w.c,13.33,לא
L1002,Electrical Fixtures,Frame_Socket,Type 2,3,19-May-25,men w.c,13.33,לא
L1005,Mechanical Equipment,AW 800,AW 800,1,19-May-25,elevators Lobby,31.72,כן
L1011,Electrical Fixtures,Frame_Socket,Type 2,5,19-May-25,shelter,51.42,כן
L1011,Mechanical Equipment,AWSQ 1000,AWSQ 1000,1,19-May-25,shelter,51.42,כן
L1011,Mechanical Equipment,AWSQ 1500,AWSQ 1500,1,19-May-25,shelter,51.42,כן
L1012,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,19-May-25,plumbing shaft,8.19,כן
L1015,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,19-May-25,it /security room,31.2,לא
L1015,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,19-May-25,it /security room,31.2,לא
L1015,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,19-May-25,it /security room,31.2,לא
L1015,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,19-May-25,it /security room,31.2,לא
L1015,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,19-May-25,it /security room,31.2,לא
L1015,Mechanical Equipment,AWV 1200,AWV 1200,2,19-May-25,it /security room,31.2,לא
L1020,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,19-May-25,women w.c,13.43,כן
L1020,Electrical Fixtures,Frame_Socket,Type 2,3,19-May-25,women w.c,13.43,כן
L1021,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,19-May-25,electricity shaft,2.77,לא
L1021,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,19-May-25,electricity shaft,2.77,לא
L1023,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,19-May-25,electricity shaft,5.07,כן
L1023,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,19-May-25,electricity shaft,5.07,כן
L1026,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,19-May-25,LSS/FMS room,7.93,לא
L1028,Electrical Fixtures,Frame_Socket,Type 2,1,19-May-25,recycling station,1.77,כן
L1030,Electrical Fixtures,Frame_Socket,Type 2,2,19-May-25,recycling station,1.77,לא
L1031,Electrical Fixtures,M_Junction Boxes - W,W,1,19-May-25,cleaning room,6.41,כן
L1031,Mechanical Equipment,AW 450,AW 450,1,19-May-25,cleaning room,6.41,כן
L1032,Electrical Fixtures,M_Junction Boxes - W,W,1,19-May-25,cleaning room,6.41,לא
L1033,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,19-May-25,LSS shaft,0.8,לא
L1038,Electrical Fixtures,Frame_Socket,Type 1,6,19-May-25,cardo,1908.16,לא
L1038,Electrical Fixtures,Frame_Socket,Type 2,1,19-May-25,cardo,1908.16,לא
L1041,Mechanical Equipment,AWSQ 450,AWSQ 450,1,19-May-25,service zone (fire),9.86,כן
L1043,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,19-May-25,women w.c,13.43,לא
L1043,Electrical Fixtures,Frame_Socket,Type 2,3,19-May-25,women w.c,13.43,לא
L1044,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,19-May-25,electricity shaft,2.77,לא
L1044,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,19-May-25,electricity shaft,2.77,לא
L1046,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,19-May-25,electricity shaft,4.32,כן
L1046,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,19-May-25,electricity shaft,4.32,כן
L1049,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,19-May-25,LSS/FMS room,7.93,לא
L1049,Mechanical Equipment,AWSQ 450,AWSQ 450,1,19-May-25,LSS/FMS room,7.93,לא
L1050,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,19-May-25,men w.c,13.33,לא
L1050,Electrical Fixtures,Frame_Socket,Type 2,3,19-May-25,men w.c,13.33,לא
L1053,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,19-May-25,LSS shaft,0.8,כן
L1056,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,19-May-25,HSSD,0.79,כן
L1056,Electrical Fixtures,Frame_Socket,Type 2,1,19-May-25,HSSD,0.79,כן
L1058,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,19-May-25,men w.c,20.6,לא
L1058,Electrical Fixtures,Frame_Socket,Type 2,4,19-May-25,men w.c,20.6,לא
L1059,Electrical Fixtures,M_Junction Boxes - W,W,1,19-May-25,cleaning room,8.32,כן
L1066,Mechanical Equipment,AWSQ 2000,AWSQ 2000,1,19-May-25,shelter,65.26,לא
L1067,Electrical Fixtures,Frame_Socket,FOR LSS UPS,2,19-May-25,LSS/FMS room,14.37,כן
L1082,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,1,19-May-25,it /security room,32.05,כן
L1082,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,19-May-25,it /security room,32.05,כן
L1082,Electrical Fixtures,Frame_Socket,1 AC GEN,2,19-May-25,it /security room,32.05,כן
L1082,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,19-May-25,it /security room,32.05,כן
L1082,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,19-May-25,it /security room,32.05,כן
L1083,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x160x210 UPS,1,19-May-25,electricity cabinet,2.57,כן
L1083,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,19-May-25,electricity cabinet,2.57,כן
L1084,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,19-May-25,electricity cabinet,6.68,לא
L1084,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,19-May-25,electricity cabinet,6.68,לא
L1084,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,19-May-25,electricity cabinet,6.68,לא
L1087,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,19-May-25,it /security room,31.2,כן
L1087,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,19-May-25,it /security room,31.2,כן
L1087,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,19-May-25,it /security room,31.2,כן
L1087,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,19-May-25,it /security room,31.2,כן
L1089,Electrical Fixtures,Frame_Socket,Normal x2,3,19-May-25,OFFICES,538.88,לא
